Company/Brand,Stage,Amount($),HeadQuarter,What it does,Sector,Funded Year,Founded,Investor
Loadshare,Series A,5000000.0,Bangalore,Loadshare is india’s fastest growing logistics company,Logistics,2018,,Nan
Yumlane,Series A,4000000.0,Mumbai,Food startup yumlane operated by qwikpik technology,Food and Beverages,2018,,Nan
Kriger campus,Seed,438000.0,New delhi,A education start up.,Education,2018,,Nan
Pipa+bella,Series A,1000000.0,Mumbai,Pipa+bella is an online store aimed at selling fashionable and affordable costume jewelry at par with international standards and trends,E-commerce,2018,,Nan
Kaleidofin,Seed,2800000.0,Chennai,A fintech platform.,Fintech,2018,,Nan
Chakr innovation,Seed,0.0,New delhi,Chakr has developed the world’s first retro-fit emission control device for diesel generators.,Renewable energy,2018,,Nan
Indigolearn,Seed,150000.0,Hyderabad,India's the premier education destination catering to the needs of aspiring students of the ca community.,Edtech,2018,,Nan
Uclean,Seed,584000.0,Faridabad,Uclean is a tech enabled laundry service provider.,Clean tech,2018,,Nan
Coutloot,Seed,1000000.0,Mumbai,The fashion re-commerce platform.,E-commerce,2018,,Nan
Letstrack,Seed,1700000.0,New delhi,"Letstrack gps tracking devices to track your kids, bike, car and other vehicles. gps trackers for vehicle tracking system in india.",Saas,2018,,Nan
Pooltoo,Seed,0.0,New delhi,Pooltoo offers a premium ride sharing platform.,Transport,2018,,Nan
Finzy,Seed,1300000.0,Bangalore,Finzy is the premier peer to peer lending solution in india.,Finance,2018,,Nan
Fitternity,Seed,2000000.0,Mumbai,India's largest online fitness platform that provides an integrated eco-system to help users start & sustain their fitness journey,Healthcare,2018,,Nan
Keito,Seed,0.0,Pune,Building an intelligent digital assistant.,AI,2018,,Nan
Tolet for students,Seed,73000.0,Jodhpur,"Reserve your room, hostel or paying guest, while relocating for higher education.",Hospitality,2018,,Nan
Chai kings,Seed,292000.0,Chennai,Chai kings is a tea retail chain,Food and Beverages,2018,,Nan
Dainik jagran,Seed,584000.0,Kanpur,Dainik jagran is a media and communications group.,Media and marketing,2018,,Nan
Playtoome,Seed,292000.0,Bangalore,Playtoome is a live entertainment destination,Media and marketing,2018,,Nan
Ongo framework,Seed,1000000.0,Hyderabad,Ongo framework is a b2b it and digital solution provider.,E-commerce,2018,,Nan
Notesgen,Seed,182500.0,New delhi,A global peer-to-peer and peer-to-group learning platform that helps students supplement their academic & competitive exam prep.,Edtech,2018,,Nan
Arogya medtech,Seed,219000.0,Kolkata,Arogya medtech is a research & development organization in bio-medical industry.,Healthcare,2018,,Nan
Propshop24,Seed,500000.0,Mumbai,"Propshop24, a one-stop shop for a handpicked selection of 'fun'tastic products from around the world.",Automotive and rentals,2018,,Nan
Myupchar,Series A,5000000.0,New delhi,To bring health issues to people in their language.,Healthcare,2018,,Nan
Missmalini entertainment,Seed,1518400.0,Mumbai,"Missmalini entertainment is a multi-platform new media network dedicated to entertaining, connecting & empowering young indians.",Fintech,2018,,Nan
Rooter,Seed,657000.0,New delhi,Rooter is a mobile-based platform,Sports,2018,,Nan
Zestmoney,Series A,13400000.0,Bangalore,Zest is india's first completely automated consumer digital lending platform.,Fintech,2018,,Nan
Alphaics corporation,Seed,0.0,Bangalore,Advancing ai compute,AI,2018,,Nan
Mydentistchoice,Seed,500000.0,Hyderabad,Mydentistchoice is a direct sales and distribution of dental equipment and accessories from top name manufacturers,Healthcare,2018,,Nan
Sattviko,Seed,0.0,New delhi,Sattviko fosters wellness and shares indianness through the sattvik way of cooking that is wholesome and tasty!,Food and Beverages,2018,,Nan
Sensibull,Seed,365000.0,Bangalore,Investment management platform,Fintech,2018,,Nan
Bombay shaving company,Series A,0.0,New delhi,Bombay shaving company is a men's grooming startup,Fashion,2018,,Nan
Medcords,Seed,385440.0,Pune,Medcords is india’s first holistic healthcare ecosystem on a cloud platform that makes health management easier,Healthcare,2018,,Nan
University living,Seed,0.0,New delhi,University living is an online global student housing marketplace.,Education,2018,,Nan
&me,Seed,0.0,Bangalore,Food and beverage startup focussing on developing products using ayurveda with modern science for women empowerment and fitness.,Food and Beverages,2018,,Nan
Enakshi,Seed,116800.0,Ahmedabad,Enakshi is an online apparel brand for women.,Fashion,2018,,Nan
Ultraviolette automotive,Series A,876.0,Bangalore,Ultraviolette is a startup working on electric two-wheelers and energy infrastructure.,Automotive,2018,,Nan
Inthree access,Series A,4000000.0,Chennai,Inthree access is an impact venture that connects the most inaccessible rural markets with products that can transform lives in rural india.,Real estate,2018,,Nan
Bugworks research india,Series A,9000000.0,Bangalore,Bugworks is a drug discovery company.,Healthcare,2018,,Nan
Guardian.in,Seed,0.0,Mumbai,Gnc is a leading global specialty retailer of health and wellness products that takes pride to be the world's largest company,Healthcare,2018,,Nan
Prestloans,Seed,100000.0,New delhi,"Prestloans new age tech driven rbi regd nbfc helping businesses by providing easy, quick n hassle free loans.",Fintech,2018,,Nan
Wimoxez,Seed,20000.0,Hyderabad,"Data intelligence publishing platform, we bring the best resources to learn valuable technologies which will shape tomorrow.",Digital media,2018,,Nan
India accelerator,Seed,0.0,Gurgaon,India accelerator runs mentorship-driven incubation and acceleration programs for start ups.,Startup hub,2018,,Nan
Happyemi,Seed,1000000.0,Bangalore,Happyemi is a point of sale digital lending platform that helps consumers finance their purchases in-store and online,Fintech,2018,,Nan
Wishup,Seed,0.0,Azadpur,Premium personal assistance service,AI,2018,,Nan
Hansel.io,Series A,4000000.0,Bangalore,"Hansel, a mobile app management platform, provides the infrastructure that companies need, in order to personalize product experiences.",It,2018,,Nan
Propelld,Seed,250000.0,Bangalore,Propelld is a student education financing platform.,Fintech,2018,,Nan
Pivotroots,Series A,0.0,Mumbai,Digital marketing powered by data & technology; fueled by design thinking,Ad-tech,2018,,Nan
Ziffyhomes,Seed,120000.0,New delhi,Ziffyhomes is a technology driven marketplace to find out home on rent.,Real estate,2018,,Nan
Carmesi,Seed,496400.0,Gurgaon,Carmesi is a brand of high-end menstrual-hygiene products in india.,Healthcare,2018,,Nan
Ockypocky,Seed,0.0,Haryana,Ockypocky is a interactive and personalised language learning app for preschool kids.,Edtech,2018,,Nan
Racetrack,Seed,4993200.0,Bangalore,"Racetrack is a sales and support-focused ai-driven platform designed for education, real estate, and e-commerce sectors.",AI,2018,,Nan
Whr,Seed,143145.0,Pune,"Whr is to make affordable healthcare a reality for all. our vision is to make healthcare services easier, better and more accessible.",Healthcare,2018,,Nan
Asteria aerospace,Seed,0.0,Bangalore,Asteria aerospace is a robotics and artificial intelligence company.,Transport,2018,,Nan
Faballey,Series B,8760000.0,Noida,"Faballey is the ultimate indian fashion destination for fashion-forward, indie-chic girls. founded in 2012, tanvi malik and shivani poddar",Art and design,2018,,Nan
Tranzmeo,Seed,0.0,Cochin,Tranzmeo connect : is a complete comprehensive anomaly forensic solution with actionable insights.,AI,2018,,Nan
Sbi life,Series D,742000000.0,Mumbai,Sbi life is one of the life insurance company that offers a range of life insurance plans and policies to protect you and your family.,Insurance,2018,,Nan
Studds accessories,Series D,14600000.0,Faridabad,Studds accessories is a scooter accessories service provider in india,Automotive and rentals,2018,,Nan
Design cafe,Series B,29200000.0,Bangalore,"Design + execution organization that delivers beautiful & innovative designs for home interiors, in any budget.",Art and design,2018,,Nan
Nopaperforms solutions pvt. ltd.,Series B,3980000.0,New delhi,"Nopaperforms is a marketing automation, lead nurture and enrolment management platform for educational institutions",Edtech,2018,,Nan
Rays power infra,Series B,29200000.0,Jaipur,Rays power infra is a leading integrated solar power company.,Renewable energy,2018,,Nan
Authmetrik,Seed,10000.0,Gurgaon,"Saas, b2b, security, stop account sharing, fraud detection",Saas,2018,,Nan
Khidki,Seed,0.0,Bangalore,Vernacular social network focused on town level content and interactions,AI,2018,,Nan
Letstransport,Series B,14600000.0,Bangalore,Lets transport is a logistics solution provider.,Logistics,2018,,Nan
Next digital solutions,Seed,1460.0,Kota,Next digital solutions is website design & digital marketing development company.,Digital marketing,2018,,Nan
Portea medical,Seed,3650000.0,Bangalore,Portea medical is the largest and fastest growing provider of in-home medical care in india today with a 24-city network.,Healthcare,2018,,Nan
Aavas financiers,Series D,29200000.0,Jaipur,"Aavas financiers is engaged in the business of providing housing loans, primarily in the un-served, unreached and under-served market.",Finance,2018,,Nan
Swiggy,Series D,1000000000.0,Bangalore,Swiggy is a food ordering and delivery company that provides food service solutions for restaurants.,Food and Beverages,2018,,Nan
Milkbasket,Series A,7000000.0,Haryana,"Milkbasket delivers milk, bread, eggs, butter, juices and other daily need items, every morning, right at your doorstep, free of charge.",Food and Beverages,2018,,Nan
Nutrisattva (proliva),Seed,0.0,Anand,Nutrisattva is a protein innovation compan,Food and Beverages,2018,,Nan
Toppr,Series C,35000000.0,Mumbai,Toppr.com is an online preparation platform for entrance exams in india.,Edtech,2018,,Nan
Jagaran microfin,Seed,8030000.0,Kolkata,Jagaran microfin is a microfinance institution which achieves a healthy amalgamation of social and financial,Fintech,2018,,Nan
Vivriti capital,Series B,28500000.0,Chennai,Vivriti capital is an online platform for institutional debt in india.,Fintech,2018,,Nan
Be u salons,Seed,438000.0,New delhi,Be u is india's first subscription based salon chain.,Beauty,2018,,Nan
Impact guru,Series A,2000000.0,Mumbai,"We're a harvard incubated crowdfunding platform for nonprofits, social enterprises, startups and individuals.",Startup hub,2018,,Nan
Mobikwik,Series D,3504000.0,Gurgaon,Mobikwik is a payments backed fintech platform in india. mobikwik app offers instant loans & investment products to the 500m masses of india,Fintech,2018,,Nan
Stones2milestones,Seed,0.0,Gurgaon,Stones2milestones is a gurgaon based learning company.,Edtech,2018,,Nan
Generico,Series A,0.0,Mumbai,Generico is the fastest growing specialized pharmacy retail chain of generic medicines.,Healthcare,2018,,Nan
Adiuvo diagnostics,Seed,0.0,Chennai,Adiuvo diagnostics is a medical diagnostic device company based in india.,Healthcare,2018,,Nan
Datatrained,Seed,1752000.0,Bangalore,"Datatrained is a educational platform, which operates an ed-tech startup on data science",Edtech,2018,,Nan
Oneassist,Seed,2400000.0,Mumbai,Oneassist is a protection & assistance services platform.,Saas,2018,,Nan
Satin creditcare network limited (scnl),Series D,30000000.0,New delhi,Satin is a non-banking finance company providing individual loans to urban shopkeepers.,Finance,2018,,Nan
Apac financial services,Series D,36500000.0,Mumbai,Apac financial services is a financial services platform.,Finance,2018,,Nan
Moglix,Series C,23000000.0,Noida,"Moglix is a supplier of industrial tools like hand tools, power tools, electrical, and safety equipment.",E-commerce,2018,,Nan
Sedemac mechatronics,Series B,0.0,Mumbai,Sedemac mechatronics is technology company that distributes control-intensive products for automobiles.,Automation,2018,,Nan
Madguy labs,Series B,150000.0,Hyderabad,Madguy labs is a online test-prep platform.,Fintech,2018,,Nan
Dee dee labs,Seed,0.0,Pune,Dee dee labs is design and development lab with a primary focus on the development of next generation of bionic prostheses.,Healthcare,2018,,Nan
Fleeca,Seed,0.0,Jaipur,Fleeca is a tyre care provider company.,Fintech,2018,,Nan
Shop101,Series B,11000000.0,Mumbai,#1 online selling app. india’s leading social commerce platform. setup free online store in 2 min. sell own goods or resell shop101 supply.,E-commerce,2018,,Nan
Feedmypockets,Seed,642400.0,Bangalore,On demand staffing platform,Media and marketing,2018,,Nan
Housejoy,Series B,3240000.0,Bangalore,Housejoy is a web-based platform that allows individuals to browse and book service providers for their homes.,Beauty & wellness,2018,,Nan
Ambee,Seed,0.0,Bangalore,Ambee is an environment analytics startup.,Healthcare,2018,,Nan
Foodbuddy,Seed,876000.0,Belgaum,"Foodbuddy is a online food delivery portal, providing boundary breaking delivery.",Food and Beverages,2018,,Nan
Ninjacart,Series B,36500000.0,Bangalore,Ninjacart is a b2b agri-marketing platform that connects vegetables and fruits farmers directly with businesses.,Agritech,2018,,Nan
Olly smart credit card,Seed,0.0,New delhi,Olly is a digital credit card for india's working masses and young people.,Fintech,2018,,Nan
Zestl,Seed,0.0,Pune,"No-code workflow automation. build enterprise applications in days with ai, cognitive automation, collaboration and more built in.",Saas,2018,,Nan
Byju’s,Series D,540000000.0,Bangalore,Byju’s is an edtech company that is reinventing how students learn through its learning app.,Edtech,2018,,Nan
Wakefit,Series B,9490000.0,Bangalore,Wakefitkart is a mattress manufacturing company. we manufacture the best quality mattresses at affordable prices.,Retail,2018,,Nan
Hero electric,Series B,23360000.0,New delhi,"Hero electric, a 100% subsidiary of the hero group, is a pioneer in the indian electric vehicle industry.",Automation,2018,,Nan
Pentation analytics,Seed,0.0,Mumbai,Pentation as an insurtech enables insurers and intermediaries with our insurance analytics suite- an insurance specific ai/ml software suite,Insurance,2018,,Nan
Perkfinance,Seed,900000.0,Bangalore,Perkfinance partners with employers to provide affordable loans to their employees at no cost to the company,Finance,2018,,Nan
Roposo,Series C,10000000.0,Gurgaon,Roposo - tv by the people is a unique social media platform where people express visually with homemade videos and photos.,Social network,2018,,Nan
Plum goodness,Series A,0.0,Thane,Plum haircare is silicone-free & sulphate-free. designed for damaged & dandruff-free hair,Healthcare,2018,,Nan
Drstore,Seed,0.0,Mumbai,Drstore is a exclusive e- commerce platform.,E-commerce,2018,,Nan
Wow venue,Series B,1500000.0,Mumbai,Wow venue is an online platform.,Media tech,2018,,Nan
Chizel,Seed,0.0,Pune,Chizel is a worlds most advanced cloud platform for on-demand manufacturing in 3d printing and cnc machining,Saas,2018,,Nan
Oto capital,Seed,730000.0,Mumbai,Oto capital is a platform that allows you to own a car faster than ever.,Ainance,2018,,Nan
Boodmo,Seed,1022000.0,Gurgaon,Boodmo.com - large online marketplace for auto parts in india.,E-commerce,2018,,Nan
Khabri,Seed,0.0,Haryana,Khabri is a digital audio platform for content in vernacular.,Digital media,2018,,Nan
